9.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.118104	-5.434330	0.000000	0.543849	-0.116945	0.830994	45.576770	0.51
9.922475	14.276640	0.000000	0.959632	0.169958	0.224101	12.103610	0.52
-15.039220	-15.770010	0.000000	-0.677047	-0.399836	0.617850	7.263157	0.53
3.053711	8.463515	0.000000	0.008889	0.830787	0.556520	4.487494	0.54
0.239941	2.191194	0.000000	-0.146177	-0.155190	0.977010	3.219967	0.55
4.517280	0.858211	0.000000	0.322006	-0.273922	0.906245	12.181310	0.56
-0.428735	-3.067018	0.000000	-0.309872	-0.324866	0.893556	1.790850	0.57
-0.905778	-3.896613	0.000000	-0.068382	-0.193167	0.978780	49.274200	0.58
0.840219	1.602057	0.000000	0.080512	-0.363838	0.927976	2.968579	0.45
